league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Market_value_eur
ENG-Premier League,2425,Fulham,Raúl Jiménez,MEX,FW,33,1991,38,30,2494,27.7,12,3,15,9,3,3,4,0,0.43,0.11,0.54,0.32,0.43,"12655    5000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Fulham,Reiss Nelson,ENG,MF,24,1999,11,5,487,5.4,1,1,2,1,0,0,1,0,0.18,0.18,0.37,0.18,0.37,"12712    16000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Fulham,Rodrigo Muniz,BRA,FW,23,2001,31,8,964,10.7,8,1,9,8,0,0,1,0,0.75,0.09,0.84,0.75,0.84,"13061    25000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Fulham,Ryan Sessegnon,ENG,"MF,DF",24,2000,16,7,580,6.4,4,2,6,4,0,0,1,0,0.62,0.31,0.93,0.62,0.93,"13368    20000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Fulham,Sander Berge,NOR,MF,26,1998,31,26,2224,24.7,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,"13641    25000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Fulham,Saša Lukić,SRB,MF,27,1996,30,28,2344,26.0,0,2,2,0,0,0,12,0,0.0,0.08,0.08,0.0,0.08,"13680    14000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Fulham,Timothy Castagne,BEL,"DF,MF",28,1995,24,17,1649,18.3,0,1,1,0,0,0,1,0,0.0,0.05,0.05,0.0,0.05,"14795    13000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Fulham,Tom Cairney,SCO,MF,33,1991,25,3,628,7.0,2,0,2,2,0,0,3,1,0.29,0.0,0.29,0.29,0.29,"14850    1500000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,IRQ,FW,22,2002,11,0,134,1.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,"682    2500000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,COD,DF,26,1997,22,20,1710,19.0,0,1,1,0,0,0,5,1,0.0,0.05,0.05,0.0,0.05,"1303    5000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Ben Johnson,ENG,"MF,DF",24,2000,23,14,1354,15.0,1,2,3,1,0,0,5,1,0.07,0.13,0.2,0.07,0.2,"1478    8000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,AUS,DF,28,1995,18,16,1541,17.1,0,2,2,0,0,0,0,0,0.0,0.12,0.12,0.0,0.12,"2211    2000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,IRL,MF,27,1997,5,3,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"2504    7000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,ENG,"MF,FW",27,1997,22,10,857,9.5,1,1,2,1,0,0,2,0,0.11,0.11,0.21,0.11,0.21,"2890    6000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Conor Townsend,ENG,DF,31,1993,6,3,335,3.7,0,1,1,0,0,0,1,0,0.0,0.27,0.27,0.0,0.27,"2955    800000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,IRL,DF,25,1999,35,35,3122,34.7,0,2,2,0,0,0,6,0,0.0,0.06,0.06,0.0,0.06,"3544    15000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,George Edmundson,ENG,DF,26,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"5355    800000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,George Hirst,SCO,FW,25,1999,26,5,661,7.3,3,1,4,3,0,0,3,0,0.41,0.14,0.54,0.41,0.54,"5392    8000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Harry Clarke,ENG,DF,23,2001,7,4,379,4.2,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,"5809    4500000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Jack Clarke,ENG,MF,23,2000,32,12,1181,13.1,0,4,4,0,0,0,2,0,0.0,0.3,0.3,0.0,0.3,"6244    15000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Jack Taylor,IRL,MF,26,1998,32,4,860,9.6,1,0,1,1,0,0,4,0,0.1,0.0,0.1,0.1,0.1,"6406    3000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,ENG,DF,23,2000,25,25,2205,24.5,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,"6441    18000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Jaden Philogene Bidace,ENG,MF,22,2002,10,5,474,5.3,2,0,2,2,0,0,1,0,0.38,0.0,0.38,0.38,0.38,"6470    18000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,SWE,MF,24,1999,30,25,1959,21.8,1,1,2,1,0,0,2,0,0.05,0.05,0.09,0.05,0.09,"7253    12000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,ENG,MF,28,1995,19,14,1237,13.7,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,"8599    15000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Leif Davis,ENG,DF,24,1999,33,32,2743,30.5,1,2,3,1,0,0,5,1,0.03,0.07,0.1,0.03,0.1,"9248    22000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Liam Delap,ENG,FW,21,2003,37,32,2593,28.8,12,2,14,10,2,2,12,0,0.42,0.07,0.49,0.35,0.42,"9519    40000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,ENG,DF,25,1998,15,12,1187,13.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,"9931    2000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Marcus Harness,ENG,"FW,MF",28,1996,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"10279    800000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Massimo Luongo,AUS,MF,31,1992,11,2,201,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"10581    400000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,WAL,MF,26,1998,18,7,702,7.8,2,0,2,2,0,0,1,0,0.26,0.0,0.26,0.26,0.26,"11521    32000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,ENG,MF,20,2003,31,30,2583,28.7,3,2,5,3,0,0,5,0,0.1,0.07,0.17,0.1,0.17,"12046    35000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Sam Morsy,EGY,MF,32,1991,33,31,2751,30.6,1,1,2,1,0,0,10,0,0.03,0.03,0.07,0.03,0.07,"13559    500000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Ipswich Town,Wes Burns,WAL,MF,29,1994,18,12,926,10.3,0,1,1,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1,"15579    600000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,GHA,"MF,FW",20,2004,11,6,579,6.4,0,2,2,0,0,0,0,0,0.0,0.31,0.31,0.0,0.31,"117    20000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Bobby De Cordova-Reid,JAM,"MF,FW",31,1993,23,9,744,8.3,1,2,3,1,0,0,2,0,0.12,0.24,0.36,0.12,0.36,"1752    4000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Conor Coady,ENG,DF,31,1993,22,19,1714,19.0,1,0,1,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05,"2903    2200000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Danny Ward,WAL,GK,31,1993,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"6875    10000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,ARG,"MF,FW",19,2004,31,14,1523,16.9,5,2,7,5,0,0,8,0,0.3,0.12,0.41,0.3,0.41,"4748    20000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Hamza Choudhury,BAN,MF,26,1997,4,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"5748    5000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Harry Winks,ENG,MF,28,1996,22,17,1538,17.1,0,2,2,0,0,0,4,0,0.0,0.12,0.12,0.0,0.12,"5865    10000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,James Justin,ENG,"DF,MF",26,1998,36,34,2912,32.4,2,2,4,2,0,0,6,0,0.06,0.06,0.12,0.06,0.12,"6688    13000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,DEN,DF,31,1992,18,16,1391,15.5,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,"6966    2000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Jordan Ayew,GHA,MF,32,1991,30,19,1638,18.2,5,0,5,4,1,1,5,0,0.27,0.0,0.27,0.22,0.22,"7973    2500000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Kasey McAteer,IRL,MF,22,2001,18,9,852,9.5,1,1,2,1,0,0,3,0,0.11,0.11,0.21,0.11,0.21,"8652    12000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Luke Thomas,ENG,DF,23,2001,14,13,1110,12.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,"9926    6000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Mads Hermansen,DEN,GK,24,2000,27,27,2385,26.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,"9992    18000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Michael Golding,ENG,MF,18,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"11074    2000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Oliver Skipp,ENG,MF,23,2000,24,10,1129,12.5,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,"11994    12000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Ricardo Pereira,POR,DF,30,1993,10,4,388,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,"12787    5000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Stephy Mavididi,ENG,MF,26,1998,30,16,1615,17.9,4,1,5,4,0,0,2,0,0.22,0.06,0.28,0.22,0.28,"14307    10000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,DEN,"DF,MF",21,2002,30,29,2482,27.6,0,1,1,0,0,0,1,0,0.0,0.04,0.04,0.0,0.04,"15302    15000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Alexis Mac Allister,ARG,MF,25,1998,35,30,2599,28.9,5,5,10,5,0,0,6,0,0.17,0.17,0.35,0.17,0.35,"625    100000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Alisson,BRA,GK,31,1992,28,28,2508,27.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"711    20000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Andy Robertson,SCO,DF,30,1994,33,29,2482,27.6,0,1,1,0,0,0,3,1,0.0,0.04,0.04,0.0,0.04,"872    20000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,IRL,GK,25,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"2244    22000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Cody Gakpo,NED,MF,25,1999,35,23,1935,21.5,10,4,14,10,0,0,5,0,0.47,0.19,0.65,0.47,0.65,"2813    70000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Conor Bradley,NIR,DF,21,2003,19,7,754,8.4,0,2,2,0,0,0,4,0,0.0,0.24,0.24,0.0,0.24,"2881    30000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Curtis Jones,ENG,"MF,DF",23,2001,33,19,1712,19.0,3,3,6,3,0,0,3,1,0.16,0.16,0.32,0.16,0.32,"3113    50000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,HUN,MF,23,2000,36,29,2491,27.7,6,6,12,6,0,0,6,0,0.22,0.22,0.43,0.22,0.43,"4118    85000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Federico Chiesa,ITA,FW,26,1997,6,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"4761    18000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Harvey Elliott,ENG,MF,21,2003,18,2,371,4.1,1,2,3,1,0,0,1,0,0.24,0.49,0.73,0.24,0.73,"5888    35000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Ibrahima Konaté,FRA,DF,25,1999,31,30,2560,28.4,1,2,3,1,0,0,5,0,0.04,0.07,0.11,0.04,0.11,"6073    60000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Jayden Danns,ENG,FW,18,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"7133    800000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Joe Gomez,ENG,DF,27,1997,9,6,519,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,"7464    25000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Luis Díaz,COL,"FW,MF",27,1997,36,28,2399,26.7,13,5,18,13,0,0,2,0,0.49,0.19,0.68,0.49,0.68,"1389    7500000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Mohamed Salah,EGY,MF,32,1992,38,38,3371,37.5,29,18,47,20,9,9,1,0,0.77,0.48,1.25,0.53,1.01,"11383    50000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,NED,MF,22,2002,37,37,3160,35.1,0,4,4,0,0,0,6,1,0.0,0.11,0.11,0.0,0.11,"13315    90000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,ENG,DF,25,1998,33,28,2365,26.3,3,6,9,3,0,0,5,0,0.11,0.23,0.34,0.11,0.34,"584    140000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Virgil van Dijk,NED,DF,33,1991,37,37,3330,37.0,3,1,4,3,0,0,5,0,0.08,0.03,0.11,0.08,0.11,"15366    23000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Liverpool,Wataru Endo,JPN,MF,31,1993,20,1,273,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"15448    10000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Abdukodir Khusanov,UZB,DF,20,2004,6,6,503,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,"111    35000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Bernardo Silva,POR,MF,29,1994,33,29,2670,29.7,4,4,8,4,0,0,7,0,0.13,0.13,0.27,0.13,0.27,"1650    45000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Divin Mubama,ENG,FW,19,2004,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"4041    6000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Ederson Moraes,BRA,GK,30,1993,26,26,2320,25.8,0,4,4,0,0,0,4,0,0.0,0.16,0.16,0.0,0.16,"4210    25000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Erling Haaland,NOR,FW,24,2000,31,31,2736,30.4,22,3,25,19,3,4,2,0,0.72,0.1,0.82,0.62,0.72,"4574    200000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Jack Grealish,ENG,"MF,FW",28,1995,20,7,721,8.0,1,1,2,1,0,0,3,0,0.12,0.12,0.25,0.12,0.25,"6300    35000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,James Mcatee,ENG,MF,21,2002,15,3,349,3.9,3,0,3,3,0,0,1,0,0.77,0.0,0.77,0.77,0.77,"6723    25000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Jeremy Doku,BEL,"MF,FW",22,2002,29,16,1516,16.8,3,6,9,3,0,0,1,0,0.18,0.36,0.53,0.18,0.53,"8526    65000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,John Stones,ENG,DF,30,1994,11,6,548,6.1,2,0,2,2,0,0,1,0,0.33,0.0,0.33,0.33,0.33,"7787    30000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Joško Gvardiol,CRO,DF,22,2002,37,36,3277,36.4,5,0,5,5,0,0,2,0,0.14,0.0,0.14,0.14,0.14,"8299    75000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Kyle Walker,ENG,DF,34,1990,15,9,970,10.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,"9107    6000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Manuel Akanji,SUI,"DF,MF",29,1995,26,23,2014,22.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,"10066    32000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Mateo Kovačić,CRO,"MF,DF",30,1994,31,25,2198,24.4,6,2,8,6,0,0,5,1,0.25,0.08,0.33,0.25,0.33,"10601    25000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Matheus Nunes,POR,"DF,MF",25,1998,26,19,1674,18.6,1,6,7,1,0,0,4,0,0.05,0.32,0.38,0.05,0.38,"10630    38000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Nathan Aké,NED,DF,29,1995,10,8,678,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"11521    32000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Nico O'Reilly,ENG,DF,19,2005,9,6,528,5.9,2,0,2,2,0,0,0,0,0.34,0.0,0.34,0.34,0.34,"11809    40000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Nicolás González,ESP,MF,22,2002,11,9,760,8.4,1,0,1,1,0,0,3,0,0.12,0.0,0.12,0.12,0.12,"11807    45000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Omar Marmoush,EGY,"MF,FW",25,1999,16,14,1175,13.1,7,0,7,7,0,0,0,0,0.54,0.0,0.54,0.54,0.54,"12040    75000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Oscar Bobb,NOR,"FW,MF",21,2003,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"12066    30000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Phil Foden,ENG,"MF,FW",24,2000,28,20,1777,19.7,7,2,9,7,0,0,2,0,0.35,0.1,0.46,0.35,0.46,"12465    130000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Rico Lewis,ENG,"DF,MF",19,2004,28,21,1893,21.0,1,2,3,1,0,0,5,1,0.05,0.1,0.14,0.05,0.14,"12895    40000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Rodri,ESP,MF,28,1996,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"13023    110000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Rúben Dias,POR,"DF,MF",27,1997,27,25,2271,25.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,"13457    70000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,Stefan Ortega,GER,GK,31,1992,13,12,1100,12.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,"14212    8000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester City,İlkay Gündoğan,GER,MF,33,1990,33,25,2223,24.7,1,6,7,1,0,0,1,0,0.04,0.24,0.28,0.04,0.28,"16017    7000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Alejandro Garnacho,ARG,MF,20,2004,36,23,2199,24.4,6,2,8,6,0,0,3,0,0.25,0.08,0.33,0.25,0.33,"453    45000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Altay Bayındır,TUR,GK,26,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"763    8000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Amad Diallo,CIV,"MF,FW",22,2002,26,20,1901,21.1,8,6,14,8,0,0,5,0,0.38,0.28,0.66,0.38,0.66,"773    50000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,André Onana,CMR,GK,28,1996,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"911    28000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Ayden Heaven,ENG,DF,17,2006,4,2,170,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,"1306    10000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Bruno Fernandes,POR,MF,29,1994,36,35,3018,33.5,8,10,18,5,3,3,5,2,0.24,0.3,0.54,0.15,0.45,"2007    50000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Casemiro,BRA,MF,32,1992,24,18,1494,16.6,1,0,1,1,0,0,5,0,0.06,0.0,0.06,0.06,0.06,"2347    10000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Chidozie Obi-Martin,DEN,FW,16,2007,7,1,165,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,"2495    5000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Diogo Dalot,POR,"MF,DF",25,1999,33,31,2814,31.3,0,3,3,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1,"4015    35000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Harry Amass,ENG,MF,17,2007,5,4,346,3.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"5783    5000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Harry Maguire,ENG,DF,31,1993,27,19,1758,19.5,1,0,1,1,0,0,7,0,0.05,0.0,0.05,0.05,0.05,"5837    13000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",23,2001,32,14,1402,15.6,3,1,4,3,0,0,2,0,0.19,0.06,0.26,0.19,0.26,"8277    35000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Kobbie Mainoo,ENG,MF,19,2005,25,19,1651,18.3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,"8951    50000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Leny Yoro,FRA,DF,18,2005,21,12,1165,12.9,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,"9269    55000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Lisandro Martínez,ARG,DF,26,1998,20,20,1751,19.5,2,1,3,2,0,0,7,0,0.1,0.05,0.15,0.1,0.15,"9604    45000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Luke Shaw,ENG,DF,29,1995,7,4,349,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,"9917    16000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Manuel Ugarte,URU,MF,23,2001,29,22,1785,19.8,1,2,3,1,0,0,11,0,0.05,0.1,0.15,0.05,0.15,"10075    45000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Mason Mount,ENG,"MF,FW",25,1999,17,8,622,6.9,1,0,1,1,0,0,3,0,0.14,0.0,0.14,0.14,0.14,"10568    32000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Matthijs de Ligt,NED,DF,24,1999,29,25,2123,23.6,2,0,2,2,0,0,3,0,0.08,0.0,0.08,0.08,0.08,"10852    40000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Noussair Mazraoui,MAR,"DF,MF",26,1997,37,34,2838,31.5,0,1,1,0,0,0,3,0,0.0,0.03,0.03,0.0,0.03,"11944    25000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Patrick Dorgu,DEN,MF,19,2004,12,10,842,9.4,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,"12195    30000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Scott McTominay,SCO,MF,27,1996,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"551    30000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Toby Collyer,ENG,MF,20,2004,6,0,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"14817    5000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Tyler Fredricson,ENG,DF,19,2005,2,2,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"15185    3000000
Name: Market_value_eur, dtype: int64"
ENG-Premier League,2425,Manchester Utd,Tyrell Malacia,NED,MF,24,1999,3,2,100,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,"15209    12000000
Name: Market_value_eur, dtype: int64"
